post,reaction_count,repost_text,repost,company,post_time,date_retrived
none,3,"If you're a young person with a wild idea or passion project, we want to hear from you! 💫 The Blackbird Foundation has opened up for applications for Season 2 of Protostars. $1,000 grants for passion projects by young people (18-25) based in Australia or New Zealand. In addition to the grant money, you’ll join a cohort of like-minded creatives as we work towards completing our passion projects. And at the end of the program, you'll be part of an exhibition to help you get further support for your project, and showcase everything we achieve together. ☄️ For more info and to apply:",1,Southstart,2mo,2022-06-07
none,1,"Are you in Adelaide for _SOUTHSTART and looking for a place to meet and work? Our doors will once again be open tomorrow to anyone looking for a place to set up shop while in town. Bookings aren't necessary, however, availability is on a first come, first served basis!",1,Southstart,3mo,2022-06-07
none,1,"""We don't always have to do things the way we've always been doing them!"" It's about TRUST. Finding BALANCE. Being ME. And being comfortable and excited about ""colouring outside the lines"". A concept I've been living as often as I can. (Can sometimes be seen as an instigator of friction - alas, in the name of innovation)Great podcast on the Future of Work on Digital Noir's *Humans Aren't Robots* podcast. I am humbled to be included in this wonderful mash-up of voices talking about the Future of Work. Excited to be included in the thoughts from this gaggle of gals: Katherine Boiciuc, Lauren Capelin, Nicole Dyson, Emma Weston, Sarah Nolet, Flavia Tata Nardini at one of my favourite festivals _SOUTHSTART(and shout out to Sam Davies for his honest acceptance of what he planned and how it ended up -it is still a success reimagined!)https://lnkd.in/gGFKA_Aa#futureofwork #womenvoices #podcast #trustbuilding",1,Southstart,2mo,2022-06-07
none,2,"Don’t let the tired face fool you! I’m super excited to be boarding an early flight to join the last day of _SOUTHSTART If you’re interested in discussing facilitation and funding support for R&D collaborations, let’s chat!CSIRO #startups #kickstart #innovation #southstart22 #CSIRO",1,Southstart,3mo,2022-06-07
none,2,Always a bit like a reunion but like you just caught up yesterday at _SOUTHSTART with #creative #entrepreneur #founder #innovation friends Kath Mcintyre Julie Harper Amanda Hudswell Josh Garratt John Kiama Sabina Zeynalova Murad Mekhtiev Renee Hakendorf Brodie McCulloch Chris Ryan Benjamin Flink DANIELLE SEYMOUR 👩‍💻Em Wilkinson City of Adelaide #southstart2022,1,Southstart,3mo,2022-06-07
none,3,A fantastic chance to see everyone out and about at _SOUTHSTART - great sessions and wonderful side conversations with people that are both heart-warming and invigorating. Thanks everyone! #southaustralia #southaustralianbusiness #southstart #startup #business #tech #techevents,1,Southstart,3mo,2022-06-07
none,2,"Team HappyCo landed at _SOUTHSTART in Adelaide, Australia today! We kicked off the day with free coffee, energizing everyone for a panel session with Jindou Lee, our co-founder and CEO, talking about the current state of Australian startups and the challenges they face. BTW, hiring is one of them! So today, we’ve launched our new careers page and referral program which gives you the opportunity to score $2k cash and a trip to San Francisco or Australia. Grow your career here 👉 https://lnkd.in/gjs_dc4A #SOUTHSTART #SOUTHSTART22 #REVIVAL #STARTUPAUS #DVLPRDAY",1,Southstart,3mo,2022-06-07
none,5,Getting ready to hit that stage at _SOUTHSTART. How do you create culture in a distributed environment?#culture #hybrid #futureofwork,1,Southstart,3mo,2022-06-07
none,0,I have had an amazing three days at _SOUTHSTART  in Adelaide filming interviews and working with emerging tech founders to help them build story and narrative into their brands. I also met a bunch of VC fund managers. It was a great opportunity to understand how important story is when a startup pitches for funding. A big shoutout to the SouthStart team from an amazing event and to everyone from the Stone & Chalk  village who were there with us. #emergingtech #emergingtechnologies #startup #scaleup #founder #idea #lightbulbmoment #team #opportunity #tech #event #funding #founders,1,Southstart,3mo,2022-06-07
none,9,"Incredible Founders and Funders in one place at _SOUTHSTART sponsored by Amazon Web Services (AWS) in Barossa Valley made everyone speechless. Tom Humphrey from BlackbirdNicole from Rampersand, Emmy Singh from Airwallex, Cheryl Mack from Aussie AngelsSteven Maarbani from VentureCrowdStew Glynn from TEN13Glad meeting all in person and share the story of TAV Systems developed a smart solution for electric mobility industry in Australia to support the urban mobility. Once again DANIELLE SEYMOUR made this event joyful with all the great mentors. Thanks to Flinders New Venture Institute for sponsoring TAV Systems to make another success story in Adelaide. Nithesh Pushparaj Aron Hausler Verity Kingsmill Tonsley Innovation District Manimaran Ganesan Business SA WeRideAustralia Vivek Dahiya Business SA #founders #innovation #Adelaide #southaustralia #startupecosystem",1,Southstart,3mo,2022-06-07
none,1,"I'm always eager to learn and expand my knowledge in all fields of communications. I had such a great time at Growth Academy this week, attending sessions on digital marketing, company culture, and professional branding. Thank you Nicole Hatherly, Joshua White, and Jamie Pride for assisting me in both refining my current skills and learning new ones that I can utilise in ensuring both my work and myself are future proof in a constantly changing environment! _SOUTHSTART Lot Fourteen Stone & Chalk Neon Treehouse Humanly Agile Brand True North#JPMedia #Communications #Development #Growth #Future",1,Southstart,3mo,2022-06-07
none,4,"Australia is fast becoming a world-leading centre for innovation. At _SOUTHSTART we're mingling with the people bringing the country into the future! Stone & Chalk founder, Chris Kirk, was originally focused on the Sydney market. But after experiencing _SOUTHSTART, Kirk now runs the Startup Hub at Lot Fourteen in Adelaide to tap into the ambition and innovation of South Australia. Check out Chris' full story here: https://bit.ly/3sMgjVL📸 Russell Millard.#SOUTHSTART #LotFourteen #SOUTHSTART22 #REVIVAL #STARTUPADL #STARTUPAUS #ThrivingSA #SABusiness #innovationdistrict #Adelaide #SouthAustralia #FIXEeffect",1,Southstart,3mo,2022-06-07
none,0,"Great to be at _SOUTHSTART and speak with the amazing people and be blown away by the awesome innovations happening around Australia. If we can pull 10% of these ideas off, we will be leaving the world a much better place for our kids.For those that weren't there, some of my favourite quotes/monuments were:- 'Don't hire a pear, for an apple job and expect the performance of an apple.'- My favourite (controversial) quote of the weekend from Gabrielle Munzer 'you can't save the world with SaaS'- 'As hard as it is, hire super talent early. They are the ones that will save you making mistakes for the next 3 years. 5 super talents are better then 30 staff.'- 'It's a choice to be nice and nurture good culture in your business.' In a world of scarcity of talent and niceness, this can be a major competitive advantage.- The chaos Jindou Lee caused on the panel sessionI say this every year, but stellar effort by DANIELLE SEYMOUR and the rest of the team at _SOUTHSTART and all the volunteers. Loved every moment, thank you so much.",1,Southstart,3mo,2022-06-07
none,4,"Planet 2050! Here we are discussing the plant 2050 and how this may look like. I am really having a great time here, and in 30 years, if I am and the humanity are still alive, I would like to go back to this photo and thank everyone at _SOUTHSTART over and over again for making us think twice into how what we’re doing at Nourish Ingredients is going to save the planet. Thank you Phil Morle for the opportunity, the topic and the amazing discussion.",1,Southstart,3mo,2022-06-07
none,4,🕺 Startmate Weekly Update 🕺👨‍👩‍👧‍👦 #Team⭐️  Such a big welcome to our 7th new starter in as many weeks Megan Elizabeth 🤝  Want to be featured as Startmate's newest starter in one of these updates too?! Applications close this weekend - https://lnkd.in/gDajh9ca🎢 #Programs🙋‍♀️ Fiiiinal chance to apply for the women fellowship! The time is now - https://lnkd.in/gmAetm-p📣 Media fellowship apps are also closing this weekend https://lnkd.in/gMX5EDsD🚀 S22 accelerator cohort had a growth-focused AMA with EntryLevel's Ajay Prakash 🍯 Soon we'll be introducing the 45 incredible people we've selected (out of 540+ applicants) to be part of our next First Believers cohort!🎉  #Events🧠 CLEAR YOUR CALENDARS: demo day is locked in for April 13. It'll be virtual with huuuge IRL watch parties🤸‍♀️ Such a good catch-up with Syd student fellows last week (pictured!)✨ Lauren Capelin has been repping Startmate at _SOUTHSTART this week - next year the whole team will come!,1,Southstart,3mo,2022-06-07
