company,post_time,date_retrived,post,reaction_count,repost_text,repost
Defence Science & Technology Group.,5mo,2022-06-06,Submissions for the Cyber Autonomy Gym for Experimentation (CAGE) challenge close soon - 1 February 2022! Download today!https://lnkd.in/gW5PmYje,8,"Are you ready for the Cyber Autonomy Gym for Experimentation (CAGE) challenge? Calling on all global #AI and #cyber security research communities to support the development of tactics, techniques and procedures for autonomous cyber defence. The CAGE Challenge 1 is open for submissions, and closes 1 February 2022.https://lnkd.in/gvgkE3z6#cybersecurity #development #challenge",1
Defence Science & Technology Group.,6mo,2022-06-06,none,28,"Happy to chair the Australia-Singapore S&T Forum with Australian Chief Defence Scientist Prof Tanya Monro for the first time. A fruitful meeting albeit virtual. Singapore and Australia share a close and longstanding Defence Technology relationship, with Science and Innovation as one of the pillars outlined in the Comprehensive Strategic Partnership signed by both countries in 2015. Our ongoing collaborations in Science and Innovation are proceeding smoothly. Tanya and I agreed to further strengthen our technology collaboration by complementing bottom up collaboration with strategic top down direction and emphasis from both nations. I look forward to co-chairing the next S&T Forum with Tanya in person.  #Defence Science and Technology (DST)#Ministry of Defence of Singapore",1
Defence Science & Technology Group.,6mo,2022-06-06,"Gain valuable understanding on how organisations innovate and solve real world problems, and how you can make an impact with your research!",35,"Applications are open for the University of Adelaide and Defence Science and Technology (DST) Industry PhD program and scholarship. This innovative 4-year program will work on Autonomous Decision Making in Dynamic Cyber Environments. You’ll get the opportunity to work on an industry problem, while being supported by a supervisor from the uni and supervisor from DST. Find out more, and get your application in before 7 January: http://ow.ly/XQ9r50H6MSv",1
Defence Science & Technology Group.,5mo,2022-06-06,"A great partnership we are more than happy to support as we aim to shape the national agenda in science, technology, engineering, and maths studies and inspire future generations of Australians to pursue a career within Defence.",27,"We are delighted to announce that Defence Science and Technology (DST) has extended its partnership with #NYSFoz!As part of the Department of Defence, DSTG brings together interdisciplinary expertise from across Australia and around the world to address Defence and national security challenges. They work closely with the Australian science, technology and innovation eco-system to deliver scientific advice and solutions that provide capability enhancement for Defence and the national security community.Participants at the 2022 NYSF Year 12 Program heard from representatives from DSTG during Careers Day (today!) and participants in Perth will also visit Perth ﻿base HMAS Stirling to experience life in a submarine!#DefenceScience #Technologyhttps://lnkd.in/gG72P6z3",1
Defence Science & Technology Group.,6mo,2022-06-06,none,6,"#OnTheRecord Defence is aware of social media posts claiming the Australian Defence Force is forcibly vaccinating or detaining members of the Australian community. These claims are emphatically false. Defence personnel currently supporting Northern Territory Government authorities cannot forcibly remove residents from their homes, forcibly vaccinate residents against their will nor forcibly prevent residents from filming or photographing events in public places.Defence is supporting the Whole-of-Government response to COVID-19 under Operation COVID-19 ASSIST, providing support as requested by States and Territories through Emergency Management Australia. Primarily this support focuses on COVID testing, the welfare of community and supporting measure to slow the spread of the COVID.Read more: https://bit.ly/3r7KpTb#YourADF",1
Defence Science & Technology Group.,6mo,2022-06-06,Want to join a researchers from around the country to discuss how the human sciences can enhance the performance of military personnel? Register now to attend the virtual eventhttps://lnkd.in/gWDVfHze,0,"Register for the virtual Human Performance Research network symposium to hear a diverse range of presenters, military stakeholders and research leads speak about the latest developments in human performance research for the military.The symposium provides an opportunity for network members and those with an interest in human performance to explore the ways in which the human sciences can combine to deliver capability advantage to the ADF.Click the link to register for the virtual event: https://lnkd.in/gWDVfHze#research #DefenceScience",1
Defence Science & Technology Group.,7mo,2022-06-06,Congratulations Professor Emily Hilder on making the 2021 #PowerList!,50,"Emily Hilder, Chief Maritime Division at the Defence Science and Technology (DST) has made our 2021 #PowerList! 🎉 Check out their quote below, and congratulations on making our list once again!View all winners here: https://bit.ly/3pNrXyN",1
Defence Science & Technology Group.,6mo,2022-06-06,"Applications for expressions of interest for the Agile Command and Control STaR Shot close December 1, apply today! https://lnkd.in/gZNsHgzJ",2,"Expressions of interest are now open for experimentation under the #DefenceScience Agile Command and Control STaR Shot. Explore a range of topics through C2 Sociotechnical experimentation in particular how C2 operations in the physical environment affects the information environment.This EOI seeks to inform the critical C2 challenges, including:1.	How to implement Defence end-to-end joint all domain C2 organisational change, to achieve multi-domain operations posturing the ADF to deliver synchronised effects, and;2.	How to optimise Defence’s C2 approach to operate in contested, congested and denied environments while withstanding operational shocks.Read more about this research collaboration, the eligibility criteria and how to apply: https://lnkd.in/gZNsHgzJApplications close Dec 1 2021.#teamwork #command #control #C2 #defence #multi-domain #sociotechnical",1
Defence Science & Technology Group.,6mo,2022-06-06,"Are you interested in the application of human sciences to enhance Defence capability? Register now to attend the 2021 Defence Human Sciences Symposium, 29 Nov – 1 Dec. https://lnkd.in/gJRBwutw",1,"The annual Defence Human Sciences Symposium’s theme for 2021 is “Human Performance Leading the Way”. Co-hosted with @victoria-university, the virtual event will be held on 29 Nov to 1 Dec. Human performance research is essential to ensure that the Australian Defence Force is able to meet the challenges of the future operating environment. Register to attend: https://lnkd.in/gJRBwutw#DefenceScience #humanperformance #research",1
Defence Science & Technology Group.,7mo,2022-06-06,Don’t miss this opportunity to develop precision quantum sensing capabilities for #YourADF. Submit your proposals by  26 Nov https://lnkd.in/g2NZGtZy.,3,"Through the Next Generation Technologies Fund, we are seeking proposals from industry, academia and government-funded organisations for advanced sensors using the power of quantum technology and precision sensing.Precision sensors play an important role in many areas of defence; for the detection of submarines, medical imaging in field hospitals, detecting hazardous chemical, biological and radiological signatures, and precision navigation in GPS-denied environments.S&T proposals are sought for Precision Quantum Sensing technologies and systems, applicable to one or more of the following broad focus areas:1. Precision sensing for undersea surveillance (Particularly magnetic field sensing) 2. Quantum enabled precision, navigation and timing 3. Other applications of precision quantum sensing technologies relevant to defence innovation priorities (e.g, Enhanced Human Performance, CBRN)Proposals must demonstrate feasibility and indicate a realistic maturation path. Submissions close 26 November.https://lnkd.in/g2NZGtZy#DefenceScience #innovation #technology",1
